,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
86,0.8415627002716064,0.014831277489156483,0.034051370620727536,0.003642458050397839,10,5,200,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 200}",0.5704584040747029,0.5840407470288624,0.5857385398981324,0.5517826825127334,0.5568760611205433,0.5697792869269949,0.013776205619762831,48
87,0.05793395042419434,0.005729015964168555,0.002647733688354492,0.0019714051215138826,10,6,10,"{'max_depth': 10, 'max_features': 6, 'n_estimators': 10}",0.5823429541595926,0.5806451612903226,0.5806451612903226,0.5551782682512734,0.5314091680814941,0.566044142614601,0.020048338769610215,59
88,0.447750186920166,0.009140442604743388,0.017096185684204103,0.0033211742731091335,10,6,100,"{'max_depth': 10, 'max_features': 6, 'n_estimators': 100}",0.565365025466893,0.5840407470288624,0.6044142614601019,0.5568760611205433,0.5551782682512734,0.5731748726655348,0.018678808203022163,41
89,0.9021178245544433,0.0167796124325067,0.03565459251403809,0.0033938095889556085,10,6,200,"{'max_depth': 10, 'max_features': 6, 'n_estimators': 200}",0.5619694397283531,0.5789473684210527,0.5874363327674024,0.5466893039049237,0.5568760611205433,0.566383701188455,0.014824366691302581,56
90,0.055890893936157225,0.0047266413749941895,0.005370426177978516,0.0022633732060168346,10,7,10,"{'max_depth': 10, 'max_features': 7, 'n_estimators': 10}",0.5500848896434635,0.5755517826825127,0.5568760611205433,0.5246179966044142,0.5229202037351444,0.5460101867572156,0.019990745031626518,85
91,0.47427616119384763,0.010750451416319399,0.01735520362854004,0.002666447559867377,10,7,100,"{'max_depth': 10, 'max_features': 7, 'n_estimators': 100}",0.5551782682512734,0.5772495755517827,0.5942275042444821,0.5517826825127334,0.5500848896434635,0.5657045840407471,0.017294168527330164,61
92,0.9907413482666015,0.009061373449492292,0.04035739898681641,0.002256495233844768,10,7,200,"{'max_depth': 10, 'max_features': 7, 'n_estimators': 200}",0.5636672325976231,0.5823429541595926,0.5857385398981324,0.5568760611205433,0.5415959252971138,0.566044142614601,0.01637644217560271,59
93,0.05522656440734863,0.003440375466849212,0.006011152267456054,0.002412620708632814,10,8,10,"{'max_depth': 10, 'max_features': 8, 'n_estimators': 10}",0.5636672325976231,0.5721561969439728,0.5721561969439728,0.5432937181663837,0.5280135823429541,0.5558573853989813,0.017466650118318064,72
94,0.5349348068237305,0.008898461105329538,0.019928359985351564,0.0010714600613328932,10,8,100,"{'max_depth': 10, 'max_features': 8, 'n_estimators': 100}",0.5551782682512734,0.5772495755517827,0.5857385398981324,0.5483870967741935,0.5483870967741935,0.5629881154499151,0.015545702060794028,63
95,1.075576114654541,0.014972321232051224,0.036602210998535153,0.004132085783813099,10,8,200,"{'max_depth': 10, 'max_features': 8, 'n_estimators': 200}",0.565365025466893,0.5738539898132428,0.601018675721562,0.5432937181663837,0.5483870967741935,0.566383701188455,0.020559423433915935,56
96,0.037951421737670896,0.004903724533887038,0.006187582015991211,0.004046061400537248,15,1,10,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 10}",0.5415959252971138,0.5636672325976231,0.5721561969439728,0.5229202037351444,0.5263157894736842,0.5453310696095076,0.019665103206207464,86
97,0.3327004909515381,0.0089281134302435,0.02572493553161621,0.0032247913786259087,15,1,100,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 100}",0.567062818336163,0.5704584040747029,0.5789473684210527,0.5585738539898133,0.5398981324278438,0.5629881154499151,0.013264533096519274,63
98,0.6715843677520752,0.011855377721322878,0.04073290824890137,0.000971552139696922,15,1,200,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 200}",0.5534804753820034,0.5789473684210527,0.5704584040747029,0.5568760611205433,0.5534804753820034,0.5626485568760612,0.010276907266839776,65
99,0.04425721168518067,0.005522587345314484,0.005898189544677734,0.0027165938171925014,15,2,10,"{'max_depth': 15, 'max_features': 2, 'n_estimators': 10}",0.5585738539898133,0.5398981324278438,0.599320882852292,0.5483870967741935,0.533106960950764,0.5558573853989813,0.02334326280787397,72
100,0.3871034622192383,0.009497246442400551,0.027984428405761718,0.0026296011505954854,15,2,100,"{'max_depth': 15, 'max_features': 2, 'n_estimators': 100}",0.5619694397283531,0.565365025466893,0.5891341256366723,0.5517826825127334,0.5415959252971138,0.5619694397283531,0.015926708861879222,67
101,0.7686044692993164,0.012470047726695846,0.04013137817382813,0.005346002430632052,15,2,200,"{'max_depth': 15, 'max_features': 2, 'n_estimators': 200}",0.5585738539898133,0.567062818336163,0.5925297113752123,0.5534804753820034,0.5314091680814941,0.5606112054329373,0.0198402188903111,69
102,0.0476226806640625,0.004481044305141321,0.005823469161987305,0.0037522092424183157,15,3,10,"{'max_depth': 15, 'max_features': 3, 'n_estimators': 10}",0.5280135823429541,0.5534804753820034,0.568760611205433,0.5314091680814941,0.5110356536502547,0.5385398981324279,0.020271390908793617,93
103,0.43990578651428225,0.014960232834307174,0.02294464111328125,0.001801180531365169,15,3,100,"{'max_depth': 15, 'max_features': 3, 'n_estimators': 100}",0.5517826825127334,0.5602716468590832,0.5840407470288624,0.5449915110356537,0.5365025466893039,0.5555178268251273,0.01626340239704997,74
104,0.838488245010376,0.010564835623335758,0.04009828567504883,0.0008402680202160787,15,3,200,"{'max_depth': 15, 'max_features': 3, 'n_estimators': 200}",0.5432937181663837,0.5636672325976231,0.5942275042444821,0.533106960950764,0.5466893039049237,0.5561969439728353,0.021411046207720778,71
105,0.05228829383850098,0.005779691143917188,0.0034311771392822265,0.0028193901930594384,15,4,10,"{'max_depth': 15, 'max_features': 4, 'n_estimators': 10}",0.5704584040747029,0.5636672325976231,0.565365025466893,0.5195246179966044,0.5178268251273345,0.5473684210526316,0.02354000680806386,81
106,0.45455408096313477,0.014893119976174282,0.01957979202270508,0.0023927576069360085,15,4,100,"{'max_depth': 15, 'max_features': 4, 'n_estimators': 100}",0.5534804753820034,0.5568760611205433,0.5772495755517827,0.5415959252971138,0.5398981324278438,0.5538200339558574,0.013428672280669065,75
107,0.9011622905731201,0.006002341017711852,0.03859190940856934,0.0024211200190141836,15,4,200,"{'max_depth': 15, 'max_features': 4, 'n_estimators': 200}",0.5534804753820034,0.5483870967741935,0.5823429541595926,0.5314091680814941,0.5415959252971138,0.5514431239388795,0.01712668280192666,78
108,0.05174837112426758,0.00201721999020518,0.005337190628051758,0.0018879718633290931,15,5,10,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 10}",0.5280135823429541,0.5619694397283531,0.5500848896434635,0.5263157894736842,0.5178268251273345,0.5368421052631578,0.016474715749688555,95
109,0.49771914482116697,0.004376438144008827,0.020390129089355467,0.003223748171259091,15,5,100,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 100}",0.5517826825127334,0.5568760611205433,0.5704584040747029,0.5127334465195246,0.5297113752122241,0.5443123938879457,0.020531363609957214,88
110,0.9959029674530029,0.006531690422249314,0.03880953788757324,0.002391587103725422,15,5,200,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 200}",0.5568760611205433,0.565365025466893,0.5823429541595926,0.534804753820034,0.5263157894736842,0.5531409168081494,0.020356529422508488,76
111,0.05692558288574219,0.004056537424848881,0.004407835006713867,0.004153472827711155,15,6,10,"{'max_depth': 15, 'max_features': 6, 'n_estimators': 10}",0.534804753820034,0.5382003395585738,0.5246179966044142,0.5280135823429541,0.5127334465195246,0.5276740237691001,0.008880609053054024,98
112,0.5497785091400147,0.008175941355198476,0.021035289764404295,0.0009309500995422643,15,6,100,"{'max_depth': 15, 'max_features': 6, 'n_estimators': 100}",0.5398981324278438,0.5602716468590832,0.5772495755517827,0.5229202037351444,0.5415959252971138,0.5483870967741935,0.01866028069817871,80
113,1.0892709255218507,0.009206961840869611,0.03770318031311035,0.002274245043402706,15,6,200,"{'max_depth': 15, 'max_features': 6, 'n_estimators': 200}",0.5585738539898133,0.5500848896434635,0.568760611205433,0.533106960950764,0.534804753820034,0.5490662139219016,0.01369225477328078,79
114,0.06267437934875489,0.002830448997551826,0.003842926025390625,0.0027943484868568585,15,7,10,"{'max_depth': 15, 'max_features': 7, 'n_estimators': 10}",0.5144312393887945,0.5110356536502547,0.5483870967741935,0.5161290322580645,0.499151103565365,0.5178268251273345,0.016390517332627717,116
115,0.6021446228027344,0.018036332268819795,0.019441604614257812,0.0030446543984565654,15,7,100,"{'max_depth': 15, 'max_features': 7, 'n_estimators': 100}",0.5365025466893039,0.5585738539898133,0.5704584040747029,0.5280135823429541,0.5246179966044142,0.5436332767402376,0.017884134576928654,91
116,1.1865461349487305,0.017889550174250667,0.03808517456054687,0.0026553233575758177,15,7,200,"{'max_depth': 15, 'max_features': 7, 'n_estimators': 200}",0.5500848896434635,0.5602716468590832,0.5755517826825127,0.5246179966044142,0.5212224108658744,0.5463497453310696,0.02080471807407862,82
117,0.0680619716644287,0.003480363066501514,0.00538029670715332,0.0023605695895979007,15,8,10,"{'max_depth': 15, 'max_features': 8, 'n_estimators': 10}",0.5297113752122241,0.5483870967741935,0.5551782682512734,0.5093378607809848,0.534804753820034,0.535483870967742,0.01594841231350407,96
118,0.6313841342926025,0.009711915405524185,0.02013821601867676,0.0002581070426094551,15,8,100,"{'max_depth': 15, 'max_features': 8, 'n_estimators': 100}",0.5534804753820034,0.5551782682512734,0.568760611205433,0.5144312393887945,0.5297113752122241,0.5443123938879457,0.019523879811837102,88
119,1.2587637901306152,0.029404689111295585,0.03676300048828125,0.005890938775260928,15,8,200,"{'max_depth': 15, 'max_features': 8, 'n_estimators': 200}",0.5415959252971138,0.565365025466893,0.565365025466893,0.5280135823429541,0.5178268251273345,0.5436332767402378,0.019280230311142132,90
